ID	gene
250325_k562_perturbseq_enhancers_dup_filtered_min3_244	250325_k562_perturbseq_enhancers_dup_filtered_min3_244
250325_k562_perturbseq_enhancers_dup_filtered_min3_245	250325_k562_perturbseq_enhancers_dup_filtered_min3_245
250325_k562_perturbseq_enhancers_dup_filtered_min3_246	250325_k562_perturbseq_enhancers_dup_filtered_min3_246
250325_k562_perturbseq_enhancers_dup_filtered_min3_247	250325_k562_perturbseq_enhancers_dup_filtered_min3_247
250325_k562_perturbseq_enhancers_dup_filtered_min3_248	250325_k562_perturbseq_enhancers_dup_filtered_min3_248
250325_k562_perturbseq_enhancers_dup_filtered_min3_249	250325_k562_perturbseq_enhancers_dup_filtered_min3_249
250325_k562_perturbseq_enhancers_dup_filtered_min3_250	250325_k562_perturbseq_enhancers_dup_filtered_min3_250
250325_k562_perturbseq_enhancers_dup_filtered_min3_251	250325_k562_perturbseq_enhancers_dup_filtered_min3_251
250325_k562_perturbseq_enhancers_dup_filtered_min3_252	250325_k562_perturbseq_enhancers_dup_filtered_min3_252
250325_k562_perturbseq_enhancers_dup_filtered_min3_253	250325_k562_perturbseq_enhancers_dup_filtered_min3_253
250325_k562_perturbseq_enhancers_dup_filtered_min3_254	250325_k562_perturbseq_enhancers_dup_filtered_min3_254
250325_k562_perturbseq_enhancers_dup_filtered_min3_255	250325_k562_perturbseq_enhancers_dup_filtered_min3_255
250325_k562_perturbseq_enhancers_dup_filtered_min3_256	250325_k562_perturbseq_enhancers_dup_filtered_min3_256
250325_k562_perturbseq_enhancers_dup_filtered_min3_257	250325_k562_perturbseq_enhancers_dup_filtered_min3_257
250325_k562_perturbseq_enhancers_dup_filtered_min3_258	250325_k562_perturbseq_enhancers_dup_filtered_min3_258
250325_k562_perturbseq_enhancers_dup_filtered_min3_259	250325_k562_perturbseq_enhancers_dup_filtered_min3_259
250325_k562_perturbseq_enhancers_dup_filtered_min3_260	250325_k562_perturbseq_enhancers_dup_filtered_min3_260
250325_k562_perturbseq_enhancers_dup_filtered_min3_261	250325_k562_perturbseq_enhancers_dup_filtered_min3_261
250325_k562_perturbseq_enhancers_dup_filtered_min3_262	250325_k562_perturbseq_enhancers_dup_filtered_min3_262
250325_k562_perturbseq_enhancers_dup_filtered_min3_263	250325_k562_perturbseq_enhancers_dup_filtered_min3_263
250325_k562_perturbseq_enhancers_dup_filtered_min3_264	250325_k562_perturbseq_enhancers_dup_filtered_min3_264
250325_k562_perturbseq_enhancers_dup_filtered_min3_265	250325_k562_perturbseq_enhancers_dup_filtered_min3_265
250325_k562_perturbseq_enhancers_dup_filtered_min3_266	250325_k562_perturbseq_enhancers_dup_filtered_min3_266
250325_k562_perturbseq_enhancers_dup_filtered_min3_267	250325_k562_perturbseq_enhancers_dup_filtered_min3_267
250325_k562_perturbseq_enhancers_dup_filtered_min3_268	250325_k562_perturbseq_enhancers_dup_filtered_min3_268
250325_k562_perturbseq_enhancers_dup_filtered_min3_269	250325_k562_perturbseq_enhancers_dup_filtered_min3_269
250325_k562_perturbseq_enhancers_dup_filtered_min3_270	250325_k562_perturbseq_enhancers_dup_filtered_min3_270
250325_k562_perturbseq_enhancers_dup_filtered_min3_271	250325_k562_perturbseq_enhancers_dup_filtered_min3_271
250325_k562_perturbseq_enhancers_dup_filtered_min3_272	250325_k562_perturbseq_enhancers_dup_filtered_min3_272
250325_k562_perturbseq_enhancers_dup_filtered_min3_273	250325_k562_perturbseq_enhancers_dup_filtered_min3_273
250325_k562_perturbseq_enhancers_dup_filtered_min3_274	250325_k562_perturbseq_enhancers_dup_filtered_min3_274
250325_k562_perturbseq_enhancers_dup_filtered_min3_275	250325_k562_perturbseq_enhancers_dup_filtered_min3_275
250325_k562_perturbseq_enhancers_dup_filtered_min3_276	250325_k562_perturbseq_enhancers_dup_filtered_min3_276
250325_k562_perturbseq_enhancers_dup_filtered_min3_277	250325_k562_perturbseq_enhancers_dup_filtered_min3_277
250325_k562_perturbseq_enhancers_dup_filtered_min3_278	250325_k562_perturbseq_enhancers_dup_filtered_min3_278
250325_k562_perturbseq_enhancers_dup_filtered_min3_279	250325_k562_perturbseq_enhancers_dup_filtered_min3_279
250325_k562_perturbseq_enhancers_dup_filtered_min3_280	250325_k562_perturbseq_enhancers_dup_filtered_min3_280
250325_k562_perturbseq_enhancers_dup_filtered_min3_281	250325_k562_perturbseq_enhancers_dup_filtered_min3_281
250325_k562_perturbseq_enhancers_dup_filtered_min3_282	250325_k562_perturbseq_enhancers_dup_filtered_min3_282
250325_k562_perturbseq_enhancers_dup_filtered_min3_283	250325_k562_perturbseq_enhancers_dup_filtered_min3_283
250325_k562_perturbseq_enhancers_dup_filtered_min3_284	250325_k562_perturbseq_enhancers_dup_filtered_min3_284
250325_k562_perturbseq_enhancers_dup_filtered_min3_285	250325_k562_perturbseq_enhancers_dup_filtered_min3_285
250325_k562_perturbseq_enhancers_dup_filtered_min3_286	250325_k562_perturbseq_enhancers_dup_filtered_min3_286
250325_k562_perturbseq_enhancers_dup_filtered_min3_287	250325_k562_perturbseq_enhancers_dup_filtered_min3_287
250325_k562_perturbseq_enhancers_dup_filtered_min3_288	250325_k562_perturbseq_enhancers_dup_filtered_min3_288
250325_k562_perturbseq_enhancers_dup_filtered_min3_289	250325_k562_perturbseq_enhancers_dup_filtered_min3_289
250325_k562_perturbseq_enhancers_dup_filtered_min3_290	250325_k562_perturbseq_enhancers_dup_filtered_min3_290
250325_k562_perturbseq_enhancers_dup_filtered_min3_291	250325_k562_perturbseq_enhancers_dup_filtered_min3_291
250325_k562_perturbseq_enhancers_dup_filtered_min3_292	250325_k562_perturbseq_enhancers_dup_filtered_min3_292
250325_k562_perturbseq_enhancers_dup_filtered_min3_293	250325_k562_perturbseq_enhancers_dup_filtered_min3_293
250325_k562_perturbseq_enhancers_dup_filtered_min3_294	250325_k562_perturbseq_enhancers_dup_filtered_min3_294
250325_k562_perturbseq_enhancers_dup_filtered_min3_295	250325_k562_perturbseq_enhancers_dup_filtered_min3_295
250325_k562_perturbseq_enhancers_dup_filtered_min3_296	250325_k562_perturbseq_enhancers_dup_filtered_min3_296
250325_k562_perturbseq_enhancers_dup_filtered_min3_297	250325_k562_perturbseq_enhancers_dup_filtered_min3_297
250325_k562_perturbseq_enhancers_dup_filtered_min3_298	250325_k562_perturbseq_enhancers_dup_filtered_min3_298
250325_k562_perturbseq_enhancers_dup_filtered_min3_299	250325_k562_perturbseq_enhancers_dup_filtered_min3_299
250325_k562_perturbseq_enhancers_dup_filtered_min3_300	250325_k562_perturbseq_enhancers_dup_filtered_min3_300
250325_k562_perturbseq_enhancers_dup_filtered_min3_301	250325_k562_perturbseq_enhancers_dup_filtered_min3_301
250325_k562_perturbseq_enhancers_dup_filtered_min3_302	250325_k562_perturbseq_enhancers_dup_filtered_min3_302
250325_k562_perturbseq_enhancers_dup_filtered_min3_303	250325_k562_perturbseq_enhancers_dup_filtered_min3_303
250325_k562_perturbseq_enhancers_dup_filtered_min3_304	250325_k562_perturbseq_enhancers_dup_filtered_min3_304
250325_k562_perturbseq_enhancers_dup_filtered_min3_305	250325_k562_perturbseq_enhancers_dup_filtered_min3_305
250325_k562_perturbseq_enhancers_dup_filtered_min3_306	250325_k562_perturbseq_enhancers_dup_filtered_min3_306
250325_k562_perturbseq_enhancers_dup_filtered_min3_307	250325_k562_perturbseq_enhancers_dup_filtered_min3_307
250325_k562_perturbseq_enhancers_dup_filtered_min3_308	250325_k562_perturbseq_enhancers_dup_filtered_min3_308
250325_k562_perturbseq_enhancers_dup_filtered_min3_309	250325_k562_perturbseq_enhancers_dup_filtered_min3_309
250325_k562_perturbseq_enhancers_dup_filtered_min3_310	250325_k562_perturbseq_enhancers_dup_filtered_min3_310
250325_k562_perturbseq_enhancers_dup_filtered_min3_311	250325_k562_perturbseq_enhancers_dup_filtered_min3_311
250325_k562_perturbseq_enhancers_dup_filtered_min3_312	250325_k562_perturbseq_enhancers_dup_filtered_min3_312
250325_k562_perturbseq_enhancers_dup_filtered_min3_313	250325_k562_perturbseq_enhancers_dup_filtered_min3_313
250325_k562_perturbseq_enhancers_dup_filtered_min3_314	250325_k562_perturbseq_enhancers_dup_filtered_min3_314
250325_k562_perturbseq_enhancers_dup_filtered_min3_315	250325_k562_perturbseq_enhancers_dup_filtered_min3_315
250325_k562_perturbseq_enhancers_dup_filtered_min3_316	250325_k562_perturbseq_enhancers_dup_filtered_min3_316
250325_k562_perturbseq_enhancers_dup_filtered_min3_317	250325_k562_perturbseq_enhancers_dup_filtered_min3_317
250325_k562_perturbseq_enhancers_dup_filtered_min3_318	250325_k562_perturbseq_enhancers_dup_filtered_min3_318
250325_k562_perturbseq_enhancers_dup_filtered_min3_319	250325_k562_perturbseq_enhancers_dup_filtered_min3_319
250325_k562_perturbseq_enhancers_dup_filtered_min3_320	250325_k562_perturbseq_enhancers_dup_filtered_min3_320
250325_k562_perturbseq_enhancers_dup_filtered_min3_321	250325_k562_perturbseq_enhancers_dup_filtered_min3_321
250325_k562_perturbseq_enhancers_dup_filtered_min3_322	250325_k562_perturbseq_enhancers_dup_filtered_min3_322
250325_k562_perturbseq_enhancers_dup_filtered_min3_323	250325_k562_perturbseq_enhancers_dup_filtered_min3_323
250325_k562_perturbseq_enhancers_dup_filtered_min3_324	250325_k562_perturbseq_enhancers_dup_filtered_min3_324
250325_k562_perturbseq_enhancers_dup_filtered_min3_325	250325_k562_perturbseq_enhancers_dup_filtered_min3_325
250325_k562_perturbseq_enhancers_dup_filtered_min3_326	250325_k562_perturbseq_enhancers_dup_filtered_min3_326
250325_k562_perturbseq_enhancers_dup_filtered_min3_327	250325_k562_perturbseq_enhancers_dup_filtered_min3_327
250325_k562_perturbseq_enhancers_dup_filtered_min3_328	250325_k562_perturbseq_enhancers_dup_filtered_min3_328
250325_k562_perturbseq_enhancers_dup_filtered_min3_329	250325_k562_perturbseq_enhancers_dup_filtered_min3_329
250325_k562_perturbseq_enhancers_dup_filtered_min3_330	250325_k562_perturbseq_enhancers_dup_filtered_min3_330
250325_k562_perturbseq_enhancers_dup_filtered_min3_331	250325_k562_perturbseq_enhancers_dup_filtered_min3_331
250325_k562_perturbseq_enhancers_dup_filtered_min3_332	250325_k562_perturbseq_enhancers_dup_filtered_min3_332
250325_k562_perturbseq_enhancers_dup_filtered_min3_333	250325_k562_perturbseq_enhancers_dup_filtered_min3_333
250325_k562_perturbseq_enhancers_dup_filtered_min3_334	250325_k562_perturbseq_enhancers_dup_filtered_min3_334
250325_k562_perturbseq_enhancers_dup_filtered_min3_335	250325_k562_perturbseq_enhancers_dup_filtered_min3_335
250325_k562_perturbseq_enhancers_dup_filtered_min3_336	250325_k562_perturbseq_enhancers_dup_filtered_min3_336
250325_k562_perturbseq_enhancers_dup_filtered_min3_337	250325_k562_perturbseq_enhancers_dup_filtered_min3_337
250325_k562_perturbseq_enhancers_dup_filtered_min3_338	250325_k562_perturbseq_enhancers_dup_filtered_min3_338
250325_k562_perturbseq_enhancers_dup_filtered_min3_339	250325_k562_perturbseq_enhancers_dup_filtered_min3_339
250325_k562_perturbseq_enhancers_dup_filtered_min3_340	250325_k562_perturbseq_enhancers_dup_filtered_min3_340
250325_k562_perturbseq_enhancers_dup_filtered_min3_341	250325_k562_perturbseq_enhancers_dup_filtered_min3_341
250325_k562_perturbseq_enhancers_dup_filtered_min3_342	250325_k562_perturbseq_enhancers_dup_filtered_min3_342
250325_k562_perturbseq_enhancers_dup_filtered_min3_343	250325_k562_perturbseq_enhancers_dup_filtered_min3_343
250325_k562_perturbseq_enhancers_dup_filtered_min3_344	250325_k562_perturbseq_enhancers_dup_filtered_min3_344
250325_k562_perturbseq_enhancers_dup_filtered_min3_345	250325_k562_perturbseq_enhancers_dup_filtered_min3_345
250325_k562_perturbseq_enhancers_dup_filtered_min3_346	250325_k562_perturbseq_enhancers_dup_filtered_min3_346
250325_k562_perturbseq_enhancers_dup_filtered_min3_347	250325_k562_perturbseq_enhancers_dup_filtered_min3_347
250325_k562_perturbseq_enhancers_dup_filtered_min3_348	250325_k562_perturbseq_enhancers_dup_filtered_min3_348
250325_k562_perturbseq_enhancers_dup_filtered_min3_349	250325_k562_perturbseq_enhancers_dup_filtered_min3_349
250325_k562_perturbseq_enhancers_dup_filtered_min3_351	250325_k562_perturbseq_enhancers_dup_filtered_min3_351
250325_k562_perturbseq_enhancers_dup_filtered_min3_352	250325_k562_perturbseq_enhancers_dup_filtered_min3_352
250325_k562_perturbseq_enhancers_dup_filtered_min3_353	250325_k562_perturbseq_enhancers_dup_filtered_min3_353
250325_k562_perturbseq_enhancers_dup_filtered_min3_354	250325_k562_perturbseq_enhancers_dup_filtered_min3_354
250325_k562_perturbseq_enhancers_dup_filtered_min3_355	250325_k562_perturbseq_enhancers_dup_filtered_min3_355
250325_k562_perturbseq_enhancers_dup_filtered_min3_356	250325_k562_perturbseq_enhancers_dup_filtered_min3_356
250325_k562_perturbseq_enhancers_dup_filtered_min3_357	250325_k562_perturbseq_enhancers_dup_filtered_min3_357
250325_k562_perturbseq_enhancers_dup_filtered_min3_358	250325_k562_perturbseq_enhancers_dup_filtered_min3_358
250325_k562_perturbseq_enhancers_dup_filtered_min3_359	250325_k562_perturbseq_enhancers_dup_filtered_min3_359
250325_k562_perturbseq_enhancers_dup_filtered_min3_360	250325_k562_perturbseq_enhancers_dup_filtered_min3_360
250325_k562_perturbseq_enhancers_dup_filtered_min3_361	250325_k562_perturbseq_enhancers_dup_filtered_min3_361
250325_k562_perturbseq_enhancers_dup_filtered_min3_362	250325_k562_perturbseq_enhancers_dup_filtered_min3_362
250325_k562_perturbseq_enhancers_dup_filtered_min3_363	250325_k562_perturbseq_enhancers_dup_filtered_min3_363
250325_k562_perturbseq_enhancers_dup_filtered_min3_364	250325_k562_perturbseq_enhancers_dup_filtered_min3_364
250325_k562_perturbseq_enhancers_dup_filtered_min3_365	250325_k562_perturbseq_enhancers_dup_filtered_min3_365
250325_k562_perturbseq_enhancers_dup_filtered_min3_366	250325_k562_perturbseq_enhancers_dup_filtered_min3_366
250325_k562_perturbseq_enhancers_dup_filtered_min3_367	250325_k562_perturbseq_enhancers_dup_filtered_min3_367
250325_k562_perturbseq_enhancers_dup_filtered_min3_368	250325_k562_perturbseq_enhancers_dup_filtered_min3_368
250325_k562_perturbseq_enhancers_dup_filtered_min3_369	250325_k562_perturbseq_enhancers_dup_filtered_min3_369
250325_k562_perturbseq_enhancers_dup_filtered_min3_370	250325_k562_perturbseq_enhancers_dup_filtered_min3_370
250325_k562_perturbseq_enhancers_dup_filtered_min3_371	250325_k562_perturbseq_enhancers_dup_filtered_min3_371
250325_k562_perturbseq_enhancers_dup_filtered_min3_372	250325_k562_perturbseq_enhancers_dup_filtered_min3_372
250325_k562_perturbseq_enhancers_dup_filtered_min3_373	250325_k562_perturbseq_enhancers_dup_filtered_min3_373
250325_k562_perturbseq_enhancers_dup_filtered_min3_374	250325_k562_perturbseq_enhancers_dup_filtered_min3_374
250325_k562_perturbseq_enhancers_dup_filtered_min3_375	250325_k562_perturbseq_enhancers_dup_filtered_min3_375
250325_k562_perturbseq_enhancers_dup_filtered_min3_376	250325_k562_perturbseq_enhancers_dup_filtered_min3_376
250325_k562_perturbseq_enhancers_dup_filtered_min3_377	250325_k562_perturbseq_enhancers_dup_filtered_min3_377
250325_k562_perturbseq_enhancers_dup_filtered_min3_378	250325_k562_perturbseq_enhancers_dup_filtered_min3_378
250325_k562_perturbseq_enhancers_dup_filtered_min3_379	250325_k562_perturbseq_enhancers_dup_filtered_min3_379
250325_k562_perturbseq_enhancers_dup_filtered_min3_380	250325_k562_perturbseq_enhancers_dup_filtered_min3_380
250325_k562_perturbseq_enhancers_dup_filtered_min3_381	250325_k562_perturbseq_enhancers_dup_filtered_min3_381
250325_k562_perturbseq_enhancers_dup_filtered_min3_382	250325_k562_perturbseq_enhancers_dup_filtered_min3_382
250325_k562_perturbseq_enhancers_dup_filtered_min3_383	250325_k562_perturbseq_enhancers_dup_filtered_min3_383
250325_k562_perturbseq_enhancers_dup_filtered_min3_384	250325_k562_perturbseq_enhancers_dup_filtered_min3_384
250325_k562_perturbseq_enhancers_dup_filtered_min3_385	250325_k562_perturbseq_enhancers_dup_filtered_min3_385
250325_k562_perturbseq_enhancers_dup_filtered_min3_386	250325_k562_perturbseq_enhancers_dup_filtered_min3_386
250325_k562_perturbseq_enhancers_dup_filtered_min3_387	250325_k562_perturbseq_enhancers_dup_filtered_min3_387
250325_k562_perturbseq_enhancers_dup_filtered_min3_388	250325_k562_perturbseq_enhancers_dup_filtered_min3_388
250325_k562_perturbseq_enhancers_dup_filtered_min3_389	250325_k562_perturbseq_enhancers_dup_filtered_min3_389
250325_k562_perturbseq_enhancers_dup_filtered_min3_390	250325_k562_perturbseq_enhancers_dup_filtered_min3_390
250325_k562_perturbseq_enhancers_dup_filtered_min3_391	250325_k562_perturbseq_enhancers_dup_filtered_min3_391
250325_k562_perturbseq_enhancers_dup_filtered_min3_392	250325_k562_perturbseq_enhancers_dup_filtered_min3_392
250325_k562_perturbseq_enhancers_dup_filtered_min3_393	250325_k562_perturbseq_enhancers_dup_filtered_min3_393
250325_k562_perturbseq_enhancers_dup_filtered_min3_394	250325_k562_perturbseq_enhancers_dup_filtered_min3_394
250325_k562_perturbseq_enhancers_dup_filtered_min3_395	250325_k562_perturbseq_enhancers_dup_filtered_min3_395
250325_k562_perturbseq_enhancers_dup_filtered_min3_396	250325_k562_perturbseq_enhancers_dup_filtered_min3_396
250325_k562_perturbseq_enhancers_dup_filtered_min3_397	250325_k562_perturbseq_enhancers_dup_filtered_min3_397
250325_k562_perturbseq_enhancers_dup_filtered_min3_398	250325_k562_perturbseq_enhancers_dup_filtered_min3_398
250325_k562_perturbseq_enhancers_dup_filtered_min3_399	250325_k562_perturbseq_enhancers_dup_filtered_min3_399
250325_k562_perturbseq_enhancers_dup_filtered_min3_400	250325_k562_perturbseq_enhancers_dup_filtered_min3_400
250325_k562_perturbseq_enhancers_dup_filtered_min3_401	250325_k562_perturbseq_enhancers_dup_filtered_min3_401
250325_k562_perturbseq_enhancers_dup_filtered_min3_402	250325_k562_perturbseq_enhancers_dup_filtered_min3_402
250325_k562_perturbseq_enhancers_dup_filtered_min3_403	250325_k562_perturbseq_enhancers_dup_filtered_min3_403
250325_k562_perturbseq_enhancers_dup_filtered_min3_404	250325_k562_perturbseq_enhancers_dup_filtered_min3_404
250325_k562_perturbseq_enhancers_dup_filtered_min3_405	250325_k562_perturbseq_enhancers_dup_filtered_min3_405
250325_k562_perturbseq_enhancers_dup_filtered_min3_406	250325_k562_perturbseq_enhancers_dup_filtered_min3_406
250325_k562_perturbseq_enhancers_dup_filtered_min3_407	250325_k562_perturbseq_enhancers_dup_filtered_min3_407
250325_k562_perturbseq_enhancers_dup_filtered_min3_408	250325_k562_perturbseq_enhancers_dup_filtered_min3_408
250325_k562_perturbseq_enhancers_dup_filtered_min3_409	250325_k562_perturbseq_enhancers_dup_filtered_min3_409
250325_k562_perturbseq_enhancers_dup_filtered_min3_410	250325_k562_perturbseq_enhancers_dup_filtered_min3_410
250325_k562_perturbseq_enhancers_dup_filtered_min3_411	250325_k562_perturbseq_enhancers_dup_filtered_min3_411
250325_k562_perturbseq_enhancers_dup_filtered_min3_412	250325_k562_perturbseq_enhancers_dup_filtered_min3_412
250325_k562_perturbseq_enhancers_dup_filtered_min3_413	250325_k562_perturbseq_enhancers_dup_filtered_min3_413
250325_k562_perturbseq_enhancers_dup_filtered_min3_414	250325_k562_perturbseq_enhancers_dup_filtered_min3_414
250325_k562_perturbseq_enhancers_dup_filtered_min3_415	250325_k562_perturbseq_enhancers_dup_filtered_min3_415
250325_k562_perturbseq_enhancers_dup_filtered_min3_416	250325_k562_perturbseq_enhancers_dup_filtered_min3_416
250325_k562_perturbseq_enhancers_dup_filtered_min3_417	250325_k562_perturbseq_enhancers_dup_filtered_min3_417
250325_k562_perturbseq_enhancers_dup_filtered_min3_418	250325_k562_perturbseq_enhancers_dup_filtered_min3_418
250325_k562_perturbseq_enhancers_dup_filtered_min3_419	250325_k562_perturbseq_enhancers_dup_filtered_min3_419
250325_k562_perturbseq_enhancers_dup_filtered_min3_420	250325_k562_perturbseq_enhancers_dup_filtered_min3_420
